,title,platform,score,genre,release_year
17467,Assassin's Creed IV: Black Flag -- Freedom Cry,PlayStation (1-4),"(6, 7]",Action,2013
17468,Broken Age: Act 1,Mobile,"(9, 10]",Adventure,2014
17469,Broken Age: Act 1,PC,"(9, 10]",Adventure,2014
17470,Joe Danger Infinity,Mobile,"(8, 9]",Action,2014
17471,Nidhogg,PC,"(8, 9]",Fighting,2014
17472,Continue?9876543210,PC,"(7, 8]",Adventure,2014
17473,The Banner Saga,PC,"(8, 9]",Strategy,2014
17474,World of Warplanes,PC,"(7, 8]",Simulation,2013
17475,Angry Birds Go!,Mobile,"(4, 5]",Racing,2013
17476,Angry Birds Go!,Mobile,"(4, 5]",Racing,2013
17477,Saint Seiya: Brave Soldiers,PlayStation (1-4),"(5, 6]",Fighting,2013
17478,Doki-Doki Universe,PlayStation (1-4),"(6, 7]",Adventure,2013
17479,Doki-Doki Universe,PlayStation (1-4),"(6, 7]",Adventure,2013
17480,Doki-Doki Universe,PSP/Vita,"(6, 7]",Adventure,2013
17481,Assassin's Creed Pirates,Mobile,"(5, 6]",Action,2013
17482,Air Conflicts: Vietnam,PlayStation (1-4),"(3, 4]",Simulation,2013
17483,Don't Starve,PC,"(7, 8]",Adventure,2014
17484,Don't Starve,PlayStation (1-4),"(7, 8]",Adventure,2014
17485,Not the Robots,PC,"(6, 7]",Action,2014
17486,Halo: Spartan Assault,"Xbox (360,One)","(5, 6]",Shooter,2014
17488,Metal Gear Rising: Revengeance,PC,"(8, 9]",Action,2014
17489,Dr. Luigi,Wii (U),"(7, 8]",Puzzle,2014
17490,"Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy, Everything Nicey Limited Edition)",PSP/Vita,"(7, 8]",RPG,2014
17491,Sorcery Saga: The Curse of the Great Curry God,PSP/Vita,"(7, 8]",RPG,2014
17492,Terraria,PSP/Vita,"(9, 10]",Action,2013
17493,Air Conflicts: Vietnam,"Xbox (360,One)","(3, 4]",Simulation,2013
17494,Air Conflicts: Vietnam,PC,"(3, 4]",Simulation,2013
17495,Young Justice: Legacy,"Xbox (360,One)","(4, 5]",Action,2013
17496,Young Justice: Legacy,PC,"(4, 5]",Action,2013
17497,Young Justice: Legacy,PlayStation (1-4),"(4, 5]",Action,2013
17498,The Novelist,PC,"(6, 7]",Puzzle,2013
17499,The Amazing Spider-Man,PSP/Vita,"(4, 5]",Action,2013
17500,Peggle 2,PlayStation (1-4),"(8, 9]",Puzzle,2013
17501,Peggle 2,"Xbox (360,One)","(8, 9]",Puzzle,2013
17502,Max: The Curse of Brotherhood,"Xbox (360,One)","(5, 6]",Action,2013
17503,NES Remix,Wii (U),"(7, 8]",Party,2013
17504,Ravensword: Shadowlands,PC,"(5, 6]",Action,2013
17505,Borderlands 2: How Marcus Saved Mercenary Day,"Xbox (360,One)","(7, 8]",Shooter,2013
17506,Borderlands 2: How Marcus Saved Mercenary Day,PC,"(7, 8]",Shooter,2013
17507,Ys: Memories of Celceta,PSP/Vita,"(7, 8]",Action,2013
17508,The Room Two,iPad,"(8, 9]",Puzzle,2013
17509,Republique -- Episode 1: Exordium,Mobile,"(8, 9]",Adventure,2013
17510,Adventure Time: Explore the Dungeon Because I Don't Know!,"Xbox (360,One)","(3, 4]",Adventure,2013
17511,Adventure Time: Explore the Dungeon Because I Don't Know!,DS/3DS/DSi,"(3, 4]",Adventure,2013
17512,Rambo: The Video Game,PlayStation (1-4),"(2, 3]",Shooter,2014
17513,Banished,PC,"(8, 9]",Simulation,2014
17515,BandFuse: Rock Legends,PlayStation (1-4),"(8, 9]",Music,2014
17516,BandFuse: Rock Legends,"Xbox (360,One)","(8, 9]",Music,2014
17517,Horizon,PC,"(6, 7]",Strategy,2014
17518,The LEGO Movie Videogame,"Xbox (360,One)","(6, 7]",Action,2014
17519,The LEGO Movie Videogame,PlayStation (1-4),"(6, 7]",Action,2014
17520,Borderlands 2: Mad Moxxi and the Wedding Day Massacre,"Xbox (360,One)","(5, 6]",Shooter,2014
17521,Lightning Returns: Final Fantasy XIII,PlayStation (1-4),"(6, 7]",RPG,2014
17522,Lightning Returns: Final Fantasy XIII,"Xbox (360,One)","(6, 7]",RPG,2014
17523,Flappy Bird,Mobile,"(5, 6]",Action,2014
17524,Cut The Rope 2,Mobile,"(7, 8]",Puzzle,2013
17525,Samurai Gunn,PC,"(8, 9]",Shooter,2013
17526,Grand Theft Auto: San Andreas,Mobile,"(8, 9]",Action,2013
17527,AquaPazza,PlayStation (1-4),"(6, 7]",Fighting,2013
17528,The Walking Dead: Season Two -- Episode 1: All That Remains,"Xbox (360,One)","(7, 8]",Adventure,2013
17529,The Walking Dead: Season Two -- Episode 1: All That Remains,Mobile,"(7, 8]",Adventure,2013
17530,The Walking Dead: Season Two -- Episode 1: All That Remains,PC,"(7, 8]",Adventure,2013
17531,TxK,PSP/Vita,"(8, 9]",Shooter,2014
17532,Toukiden: The Age of Demons,PSP/Vita,"(6, 7]",Action,2014
17533,Strider,PlayStation (1-4),"(7, 8]",Action,2014
17534,Strider,"Xbox (360,One)","(7, 8]",Action,2014
17535,Strider,PlayStation (1-4),"(7, 8]",Action,2014
17536,Strider,PC,"(7, 8]",Action,2014
17537,Strider,"Xbox (360,One)","(7, 8]",Action,2014
17538,Earth Defense Force 2025,PlayStation (1-4),"(6, 7]",Action,2014
17539,Earth Defense Force 2025,"Xbox (360,One)","(6, 7]",Action,2014
17540,Flappy Bird,Mobile,"(5, 6]",Action,2014
17541,Flappy Bird,Mobile,"(5, 6]",Action,2014
17542,Dustforce,PlayStation (1-4),"(7, 8]",Platformer,2014
17543,Dustforce,PSP/Vita,"(7, 8]",Platformer,2014
17544,Jazzpunk,PC,"(6, 7]",Adventure,2014
17545,Dragon Ball Z: Battle of Z,PlayStation (1-4),"(6, 7]",Fighting,2014
17546,Dragon Ball Z: Battle of Z,"Xbox (360,One)","(6, 7]",Fighting,2014
17547,Dragon Ball Z: Battle of Z,PSP/Vita,"(6, 7]",Fighting,2014
17548,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,PC,"(8, 9]",Adventure,2014
17549,The Walking Dead: A Telltale Game Series -- Season Two,"Xbox (360,One)","(7, 8]",Adventure,2013
17551,The Walking Dead: A Telltale Game Series -- Season Two,Mobile,"(7, 8]",Adventure,2013
17552,The Walking Dead: A Telltale Game Series -- Season Two,PSP/Vita,"(7, 8]",Adventure,2013
17553,The Walking Dead: Season Two -- Episode 1: All That Remains,PSP/Vita,"(7, 8]",Adventure,2013
17554,The Walking Dead: A Telltale Game Series -- Season Two,PC,"(7, 8]",Adventure,2013
17555,Donkey Kong Country: Tropical Freeze,Wii (U),"(8, 9]",Platformer,2014
17556,The Last of Us: Left Behind,PlayStation (1-4),"(8, 9]",Action,2014
17557,Minecraft -- Pocket Edition,Mobile,"(7, 8]",Action,2014
17558,Minecraft -- Pocket Edition,Mobile,"(7, 8]",Action,2014
17560,League of Legends,PC,"(9, 10]",Action,2014
17561,The LEGO Movie Videogame,"Xbox (360,One)","(6, 7]",Action,2014
17562,The LEGO Movie Videogame,PC,"(6, 7]",Action,2014
17563,The LEGO Movie Videogame,PlayStation (1-4),"(6, 7]",Action,2014
17564,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,"Xbox (360,One)","(8, 9]",Adventure,2014
17565,The Wolf Among Us: Episode 2 -- Smoke and Mirrors,PlayStation (1-4),"(8, 9]",Adventure,2014
17566,Unepic,Wii (U),"(6, 7]",Platformer,2014
17567,The Castle Doctrine,PC,"(4, 5]",Strategy,2014
17568,Surge Deluxe,PSP/Vita,"(7, 8]",Puzzle,2014
17569,Rekoil,PC,"(2, 3]",Shooter,2014
17570,Fable Anniversary,"Xbox (360,One)","(7, 8]",RPG,2014
17571,Octodad: Dadliest Catch,PC,"(7, 8]",Adventure,2014
17572,Blackguards,PC,"(7, 8]",RPG,2014
17573,The LEGO Movie Videogame,Wii (U),"(6, 7]",Action,2014
17574,Might and Magic X Legacy,PC,"(7, 8]",RPG,2014
17576,Final Fantasy X / X-2 HD Remaster,PSP/Vita,"(9, 10]",RPG,2014
17577,Final Fantasy X / X-2 HD Remaster (Limited Edition),PlayStation (1-4),"(9, 10]",RPG,2014
17578,Final Fantasy X / X-2 HD Remaster,PlayStation (1-4),"(9, 10]",RPG,2014
17579,Basement Crawl,PlayStation (1-4),"(2, 3]",Action,2014
17580,The Walking Dead: Season Two -- Episode 2: A House Divided,"Xbox (360,One)","(9, 10]",Adventure,2014
17581,The Walking Dead: Season Two -- Episode 2: A House Divided,Mobile,"(9, 10]",Adventure,2014
17582,The Walking Dead: Season Two -- Episode 2: A House Divided,PC,"(9, 10]",Adventure,2014
17583,The Walking Dead: Season Two -- Episode 2: A House Divided,PSP/Vita,"(9, 10]",Adventure,2014
17584,The Walking Dead: Season Two -- Episode 2: A House Divided,PlayStation (1-4),"(9, 10]",Adventure,2014
17585,The Witch and the Hundred Knight,PlayStation (1-4),"(5, 6]",Action,2014
17586,South Park: The Stick of Truth,PlayStation (1-4),"(8, 9]",RPG,2014
17587,South Park: The Stick of Truth,PC,"(8, 9]",RPG,2014
17588,South Park: The Stick of Truth,"Xbox (360,One)","(8, 9]",RPG,2014
17591,Castlevania: Lords of Shadow 2,"Xbox (360,One)","(6, 7]",Action,2014
17592,Castlevania: Lords of Shadow 2,PC,"(6, 7]",Action,2014
17593,Castlevania: Lords of Shadow 2,PlayStation (1-4),"(6, 7]",Action,2014
17594,Plants vs. Zombies: Garden Warfare,"Xbox (360,One)","(7, 8]",Shooter,2014
17598,Rambo: The Video Game,"Xbox (360,One)","(2, 3]",Shooter,2014
17599,Rambo: The Video Game,PC,"(2, 3]",Shooter,2014
17600,Deus Ex: The Fall,PC,"(2, 3]",Shooter,2014
17601,Professor Layton vs. Phoenix Wright,DS/3DS/DSi,"(7, 8]",Adventure,2014
17602,Luftrausers,PC,"(8, 9]",Action,2014
17603,Luftrausers,PSP/Vita,"(8, 9]",Action,2014
17604,Infamous: Second Son,PlayStation (1-4),"(8, 9]",Action,2014
17605,Yaiba: Ninja Gaiden Z,"Xbox (360,One)","(5, 6]",Action,2014
17606,Yaiba: Ninja Gaiden Z,PlayStation (1-4),"(5, 6]",Action,2014
17607,Master Reboot,PlayStation (1-4),"(6, 7]",Adventure,2014
17608,Master Reboot,PC,"(6, 7]",Adventure,2014
17609,Metal Gear Solid V: Ground Zeroes,"Xbox (360,One)","(7, 8]",Action,2014
17610,Metal Gear Solid V: Ground Zeroes,"Xbox (360,One)","(7, 8]",Action,2014
17611,Metal Gear Solid V: Ground Zeroes,PlayStation (1-4),"(7, 8]",Action,2014
17612,Metal Gear Solid V: Ground Zeroes,PlayStation (1-4),"(7, 8]",Action,2014
17613,One Piece: Romance Dawn,DS/3DS/DSi,"(4, 5]",RPG,2014
17617,Steel Diver: Sub Wars,DS/3DS/DSi,"(7, 8]",Shooter,2014
17618,Yoshi's New Island,DS/3DS/DSi,"(7, 8]",Platformer,2014
17619,Dark Souls II,PlayStation (1-4),"(8, 9]",Action,2014
17620,Dark Souls II,"Xbox (360,One)","(8, 9]",Action,2014
17621,Dark Souls II,PC,"(8, 9]",Action,2014
17625,LEGO: The Hobbit,PlayStation (1-4),"(7, 8]",Adventure,2014
17626,The Wolf Among Us: Episode 3 -- A Crooked Mile,PlayStation (1-4),"(9, 10]",Adventure,2014
17627,The Wolf Among Us: Episode 3 -- A Crooked Mile,PC,"(9, 10]",Adventure,2014
17628,The Wolf Among Us: Episode 3 -- A Crooked Mile,"Xbox (360,One)","(9, 10]",Adventure,2014
17630,Don Bradman Cricket,"Xbox (360,One)","(6, 7]",Sports,2014
17631,Don Bradman Cricket 14,PlayStation (1-4),"(6, 7]",Sports,2014
17634,Dead Nation: Apocalypse Edition,PlayStation (1-4),"(7, 8]",Shooter,2014
17635,Betrayer,PC,"(4, 5]",Action,2014
17636,Age of Wonders III,PC,"(7, 8]",Strategy,2014
17637,Goat Simulator,PC,"(7, 8]",Action,2014
17638,Smite,PC,"(8, 9]",Strategy,2014
17639,The Elder Scrolls Online,PC,"(7, 8]",RPG,2014
17640,Diablo III: Reaper of Souls,PC,"(9, 10]",Action,2014
17642,Atelier Escha & Logy: Alchemist of Dusk Sky,PlayStation (1-4),"(6, 7]",RPG,2014
17643,BlazBlue: Chrono Phantasma,PlayStation (1-4),"(8, 9]",Fighting,2014
17644,BlazBlue: Chrono Phantasma,PSP/Vita,"(8, 9]",Fighting,2014
17645,World of Tanks,"Xbox (360,One)","(7, 8]",RPG,2014
17646,TowerFall Ascension,PlayStation (1-4),"(8, 9]",Action,2014
17647,TowerFall Ascension,PC,"(8, 9]",Action,2014
17648,Bioshock Infinite: Burial at Sea -- Episode Two,PC,"(8, 9]",Shooter,2014
17649,Pokemon Battle Trozei,DS/3DS/DSi,"(6, 7]",Puzzle,2014
17650,The Amazing Spider-Man 2,Mobile,"(4, 5]",Action,2014
17651,"Sir, You are Being Hunted",PC,"(7, 8]",Shooter,2014
17652,Republique -- Episode 2: Metamorphosis,Mobile,"(7, 8]",Adventure,2014
17653,The Amazing Spider-Man 2,PC,"(5, 6]",Action,2014
17654,The Amazing Spider-Man 2,Wii (U),"(5, 6]",Action,2014
17655,The Amazing Spider-Man 2,"Xbox (360,One)","(5, 6]",Action,2014
17656,The Amazing Spider-Man 2,PlayStation (1-4),"(5, 6]",Action,2014
17657,The Amazing Spider-Man 2,PlayStation (1-4),"(5, 6]",Action,2014
17658,The Amazing Spider-Man 2,"Xbox (360,One)","(5, 6]",Action,2014
17659,Starlight Inception,PSP/Vita,"(3, 4]",Simulation,2014
17660,Wargame: Red Dragon,PC,"(7, 8]",Strategy,2014
17661,Daylight,PC,"(5, 6]",Adventure,2014
17662,Daylight,PlayStation (1-4),"(5, 6]",Adventure,2014
17663,Child of Light,PlayStation (1-4),"(9, 10]",RPG,2014
17664,Mercenary Kings,PC,"(7, 8]",Action,2014
17665,Mercenary Kings,PlayStation (1-4),"(7, 8]",Action,2014
17666,Mario Golf World Tour,DS/3DS/DSi,"(8, 9]",Sports,2014
17667,Transformers: Rise of the Dark Spark,PlayStation (1-4),"(4, 5]",Action,2014
17668,Transformers: Rise of the Dark Spark,PlayStation (1-4),"(4, 5]",Action,2014
17669,Resogun Heroes,PlayStation (1-4),"(8, 9]",Shooter,2014
17670,Sniper Elite III,PC,"(8, 9]",Shooter,2014
17671,Sniper Elite III,PlayStation (1-4),"(8, 9]",Shooter,2014
17672,WildStar,PC,"(8, 9]",RPG,2014
17673,Child of Light,Wii (U),"(9, 10]",RPG,2014
17674,Child of Light,PlayStation (1-4),"(9, 10]",RPG,2014
17675,Child of Light,"Xbox (360,One)","(9, 10]",RPG,2014
17676,Child of Light,PC,"(9, 10]",RPG,2014
17677,Child of Light,"Xbox (360,One)","(9, 10]",RPG,2014
17678,Child of Light,PSP/Vita,"(9, 10]",RPG,2014
17679,The Last Federation,PC,"(6, 7]",Strategy,2014
17680,Kirby: Triple Deluxe,DS/3DS/DSi,"(5, 6]",Platformer,2014
17681,"Batman: Arkham Origins -- Cold, Cold Heart",PC,"(6, 7]",Action,2014
17682,Octodad: Dadliest Catch,PlayStation (1-4),"(7, 8]",Adventure,2014
17683,NES Remix 2,Wii (U),"(7, 8]",Party,2014
17684,Hitman Go,Mobile,"(8, 9]",Strategy,2014
17685,Hitman Go,Mobile,"(8, 9]",Strategy,2014
17687,LEGO: The Hobbit,DS/3DS/DSi,"(6, 7]",Adventure,2014
17688,Ether One,PC,"(7, 8]",Adventure,2014
17695,Valiant Hearts: The Great War,PlayStation (1-4),"(7, 8]",Puzzle,2014
17696,Grid Autosport,"Xbox (360,One)","(8, 9]",Racing,2014
17697,FTL: Faster Than Light,iPad,"(9, 10]",Simulation,2014
17698,FTL: Faster Than Light,PC,"(9, 10]",Simulation,2014
17699,2014 FIFA World Cup Brazil,PlayStation (1-4),"(7, 8]",Sports,2014
17700,2014 FIFA World Cup Brazil,"Xbox (360,One)","(7, 8]",Sports,2014
17701,Trials Fusion,"Xbox (360,One)","(8, 9]",Racing,2014
17702,Trials Fusion,PC,"(8, 9]",Racing,2014
17703,Trials Fusion,"Xbox (360,One)","(8, 9]",Racing,2014
17704,Trials Fusion,PlayStation (1-4),"(8, 9]",Racing,2014
17707,Pure Chess,PSP/Vita,"(5, 6]",Board,2014
17708,Grid Autosport,PlayStation (1-4),"(8, 9]",Racing,2014
17709,Grid Autosport,PC,"(8, 9]",Racing,2014
17710,Tales from Space: Mutant Blobs Attack,"Xbox (360,One)","(7, 8]",Platformer,2014
17711,Tales from Space: Mutant Blobs Attack,PlayStation (1-4),"(7, 8]",Platformer,2014
17712,War Thunder,PlayStation (1-4),"(7, 8]",Simulation,2014
17713,War Thunder,PC,"(7, 8]",Simulation,2014
17715,Pure Chess,PlayStation (1-4),"(5, 6]",Board,2014
17716,Pure Chess,Wii (U),"(5, 6]",Board,2014
17717,Pure Chess,PlayStation (1-4),"(5, 6]",Board,2014
17718,Football Manager Classic 2014,PSP/Vita,"(7, 8]",Sports,2014
17720,LEGO: The Hobbit,"Xbox (360,One)","(7, 8]",Adventure,2014
17721,EA Sports UFC,"Xbox (360,One)","(6, 7]",Fighting,2014
17722,EA Sports UFC,PlayStation (1-4),"(6, 7]",Fighting,2014
17723,Entwined,PlayStation (1-4),"(5, 6]",Adventure,2014
17724,Enemy Front,PC,"(4, 5]",Shooter,2014
17725,Oddworld: New 'n' Tasty,PlayStation (1-4),"(8, 9]",Adventure,2014
17726,Crimsonland,PlayStation (1-4),"(7, 8]",Shooter,2014
17727,Divinity: Original Sin,PC,"(8, 9]",RPG,2014
17728,Another World: 20th Anniversary Edition,PSP/Vita,"(3, 4]",Adventure,2014
17729,Mind Zero,PSP/Vita,"(6, 7]",RPG,2014
17730,1001 Spikes,Wii (U),"(7, 8]",Platformer,2014
17731,1001 Spikes,PlayStation (1-4),"(7, 8]",Platformer,2014
17732,1001 Spikes,PC,"(7, 8]",Platformer,2014
17733,1001 Spikes,DS/3DS/DSi,"(7, 8]",Platformer,2014
17734,1001 Spikes,PSP/Vita,"(7, 8]",Platformer,2014
17735,Another World: 20th Anniversary Edition,PlayStation (1-4),"(3, 4]",Adventure,2014
17736,Another World: 20th Anniversary Edition,PlayStation (1-4),"(3, 4]",Adventure,2014
17737,MouseCraft,PlayStation (1-4),"(7, 8]",Puzzle,2014
17738,MouseCraft,PC,"(7, 8]",Puzzle,2014
17741,Dynasty Warriors: Gundam Reborn,PlayStation (1-4),"(6, 7]",Action,2014
17742,Sid Meier's Civilization Revolution 2,Mobile,"(6, 7]",Simulation,2014
17743,Guacamelee! Super Turbo Championship Edition,Wii (U),"(9, 10]",Platformer,2014
17744,Tomodachi Life,DS/3DS/DSi,"(8, 9]",Simulation,2014
17746,Among the Sleep,PC,"(7, 8]",Adventure,2014
17747,Ultra Street Fighter IV,"Xbox (360,One)","(8, 9]",Fighting,2014
17748,Murdered: Soul Suspect,PC,"(5, 6]",Adventure,2014
17749,Murdered: Soul Suspect,"Xbox (360,One)","(5, 6]",Adventure,2014
17750,Guacamelee! Super Turbo Championship Edition,"Xbox (360,One)","(9, 10]",Platformer,2014
17751,Guacamelee! Super Turbo Championship Edition,PlayStation (1-4),"(9, 10]",Platformer,2014
17752,Guacamelee! Super Turbo Championship Edition,"Xbox (360,One)","(9, 10]",Platformer,2014
17753,The Wolf Among Us: Episode 5 -- Cry Wolf,"Xbox (360,One)","(9, 10]",Adventure,2014
17754,The Wolf Among Us: Episode 5 -- Cry Wolf,PC,"(9, 10]",Adventure,2014
17755,Don Bradman Cricket,PC,"(7, 8]",Sports,2014
17756,Transformers: Rise of the Dark Spark,Wii (U),"(3, 4]",Action,2014
17757,Blue Estate,PlayStation (1-4),"(2, 3]",Shooter,2014
17758,Battle Princess of Arcadias,PlayStation (1-4),"(7, 8]",Action,2014
17759,Murdered: Soul Suspect,PlayStation (1-4),"(5, 6]",Adventure,2014
17760,The Sly Collection,PSP/Vita,"(8, 9]",Platformer,2014
17761,The Incredible Adventures of Van Helsing II,PC,"(7, 8]",Action,2014
17762,Tropico 5,PC,"(7, 8]",Strategy,2014
17763,Watch Dogs,PlayStation (1-4),"(7, 8]",Action,2014
17764,The Wolf Among Us: Episode 4 -- In Sheep's Clothing,PC,"(5, 6]",Adventure,2014
17765,Watch Dogs,PlayStation (1-4),"(8, 9]",Action,2014
17766,Watch Dogs,"Xbox (360,One)","(8, 9]",Action,2014
17767,Watch Dogs,"Xbox (360,One)","(8, 9]",Action,2014
17768,Transformers: Rise of the Dark Spark,"Xbox (360,One)","(4, 5]",Action,2014
17769,Transformers: Rise of the Dark Spark,PC,"(4, 5]",Action,2014
17770,Transformers: Rise of the Dark Spark,"Xbox (360,One)","(4, 5]",Action,2014
17771,Watch Dogs,PC,"(8, 9]",Action,2014
17772,Hyperdimension Neptunia: Producing Perfection,PSP/Vita,"(3, 4]",Simulation,2014
17773,Drakengard 3,PlayStation (1-4),"(4, 5]",Action,2014
17774,Drakengard 3 (Collector's Edition),PlayStation (1-4),"(4, 5]",Action,2014
17775,Transistor,PlayStation (1-4),"(8, 9]",Action,2014
17776,Transistor,PC,"(8, 9]",Action,2014
17777,Wolfenstein: The New Order,"Xbox (360,One)","(7, 8]",Shooter,2014
17778,Wolfenstein: The New Order,PC,"(7, 8]",Shooter,2014
17779,Wolfenstein: The New Order,PlayStation (1-4),"(7, 8]",Shooter,2014
17780,Wolfenstein: The New Order,"Xbox (360,One)","(7, 8]",Shooter,2014
17781,Wolfenstein: The New Order,PlayStation (1-4),"(7, 8]",Shooter,2014
17782,Mario Kart 8,Wii (U),"(8, 9]",Racing,2014
17786,Super TIME Force,"Xbox (360,One)","(7, 8]",Shooter,2014
17787,Super TIME Force,"Xbox (360,One)","(7, 8]",Shooter,2014
17788,The Walking Dead: Season Two -- Episode 3: In Harm's Way,PC,"(8, 9]",Adventure,2014
17789,Titan Attacks!,PlayStation (1-4),"(7, 8]",Shooter,2014
17790,Titan Attacks!,PSP/Vita,"(7, 8]",Shooter,2014
17791,Titan Attacks!,PlayStation (1-4),"(7, 8]",Shooter,2014
17792,Borderlands 2,PSP/Vita,"(5, 6]",Shooter,2014
17793,Bound by Flame,PC,"(6, 7]",Action,2014
17794,Bound by Flame,PlayStation (1-4),"(6, 7]",Action,2014
17796,Outlast: Whistleblower,PC,"(6, 7]",Action,2014
17797,The Walking Dead: Season Two -- Episode 5: No Going Back,PSP/Vita,"(9, 10]",Adventure,2014
17798,Infamous: First Light,PlayStation (1-4),"(7, 8]",Action,2014
17799,Dark Souls II: Crown of the Old Iron King,PlayStation (1-4),"(7, 8]",Action,2014
17800,The Golf Club: Collector's Edition,"Xbox (360,One)","(6, 7]",Sports,2014
17801,The Golf Club,PC,"(6, 7]",Sports,2014
17802,The Golf Club: Collector's Edition,PlayStation (1-4),"(6, 7]",Sports,2014
17803,Outlast: Whistleblower,PlayStation (1-4),"(6, 7]",Action,2014
17804,Tesla Effect: A Tex Murphy Adventure,PC,"(6, 7]",Adventure,2014
17805,JoJo's Bizarre Adventure: All Star Battle,PlayStation (1-4),"(7, 8]",Fighting,2014
17806,Shadowgate -- The Classic Adventure Re-Imagined,PC,"(6, 7]",Adventure,2014
17807,AirMech Arena,"Xbox (360,One)","(5, 6]",Action,2014
17808,Phantom Breaker: Battle Grounds,PSP/Vita,"(4, 5]",Fighting,2014
17809,Orbital Gear,PC,"(6, 7]",Shooter,2014
17810,Madden NFL 15,"Xbox (360,One)","(8, 9]",Sports,2014
17811,Madden NFL 15,PlayStation (1-4),"(8, 9]",Sports,2014
17812,Metro: Redux,"Xbox (360,One)","(8, 9]",Shooter,2014
17813,Metro: Redux,PC,"(8, 9]",Shooter,2014
17814,Firefall,PC,"(5, 6]",Action,2014
17815,Micromon,Mobile,"(6, 7]",RPG,2014
17816,Out of the Park Baseball 15,PC,"(8, 9]",Sports,2014
17819,Siesta Fiesta,DS/3DS/DSi,"(7, 8]",Action,2014
17820,Metro: Redux,PlayStation (1-4),"(8, 9]",Shooter,2014
17821,Counterspy,PlayStation (1-4),"(6, 7]",Action,2014
17822,Counterspy,PlayStation (1-4),"(6, 7]",Action,2014
17823,Counterspy,PSP/Vita,"(6, 7]",Action,2014
17824,Tales of Xillia 2,PlayStation (1-4),"(7, 8]",RPG,2014
17825,Diablo III: Ultimate Evil Edition,"Xbox (360,One)","(9, 10]",Action,2014
17826,Diablo III: Ultimate Evil Edition,PlayStation (1-4),"(9, 10]",Action,2014
17827,Hohokum,PlayStation (1-4),"(8, 9]",Action,2014
17828,Xenonauts,PC,"(7, 8]",Strategy,2014
17829,Fates Forever,iPad,"(7, 8]",RPG,2014
17830,Metrico,PSP/Vita,"(6, 7]",Puzzle,2014
17831,Road Not Taken,PC,"(6, 7]",Puzzle,2014
17832,Sacred 3,PC,"(6, 7]",RPG,2014
17833,Sharknado: The Video Game,Mobile,"(5, 6]",Action,2014
17834,The Last of Us: Remastered,PlayStation (1-4),"(9, 10]",Action,2014
17835,Gods Will Be Watching,PC,"(7, 8]",Adventure,2014
17836,Hohokum,PlayStation (1-4),"(8, 9]",Action,2014
17837,Hohokum,PSP/Vita,"(8, 9]",Action,2014
17838,Risen 3: Titan Lords,PC,"(5, 6]",RPG,2014
17839,Abyss Odyssey,"Xbox (360,One)","(6, 7]",Action,2014
17840,Abyss Odyssey,PC,"(6, 7]",Action,2014
17841,Abyss Odyssey,PlayStation (1-4),"(6, 7]",Action,2014
17842,One Piece: Unlimited World Red,DS/3DS/DSi,"(6, 7]",Action,2014
17843,One Piece: Unlimited World Red,PlayStation (1-4),"(6, 7]",Action,2014
17844,One Piece: Unlimited World Red,Wii (U),"(6, 7]",Action,2014
17845,The Walking Dead: Season Two -- Episode 4: Amid the Ruins,"Xbox (360,One)","(5, 6]",Adventure,2014
17846,The Walking Dead: Season Two -- Episode 4: Amid the Ruins,PC,"(5, 6]",Adventure,2014
17848,Dark Souls II: Crown of the Sunken King,PC,"(7, 8]",Action,2014
17849,Super Comboman,PC,"(5, 6]",Action,2014
17850,Ancient Space,PC,"(6, 7]",Strategy,2014
17851,The Vanishing of Ethan Carter,PC,"(8, 9]",Adventure,2014
17852,Skylanders Trap Team,PlayStation (1-4),"(8, 9]",Action,2014
17853,Sherlock Holmes: Crimes & Punishments,PlayStation (1-4),"(7, 8]",Adventure,2014
17854,Sherlock Holmes: Crimes & Punishments,PC,"(7, 8]",Adventure,2014
17855,Persona 4 Arena Ultimax,"Xbox (360,One)","(9, 10]",Fighting,2014
17856,Persona 4 Arena Ultimax,PlayStation (1-4),"(9, 10]",Fighting,2014
17857,Frozen Synapse Prime,PSP/Vita,"(8, 9]",Strategy,2014
17858,Super Smash Bros. for Nintendo 3DS,DS/3DS/DSi,"(8, 9]",Fighting,2014
17859,Middle-earth: Shadow of Mordor,PC,"(9, 10]",Action,2014
17860,Middle-earth: Shadow of Mordor,"Xbox (360,One)","(9, 10]",Action,2014
17861,Middle-earth: Shadow of Mordor,PlayStation (1-4),"(9, 10]",Action,2014
17862,Planetary Annihilation,PC,"(4, 5]",Strategy,2014
17863,Hyrule Warriors,Wii (U),"(6, 7]",Action,2014
17864,Murasaki Baby,PSP/Vita,"(7, 8]",Action,2014
17866,Hyperdimension Neptunia Re:Birth 1,PSP/Vita,"(5, 6]",RPG,2014
17867,Forza Horizon 2,"Xbox (360,One)","(8, 9]",Racing,2014
17868,Dance Central Spotlight,"Xbox (360,One)","(7, 8]",Music,2014
17869,Wasteland 2,PC,"(8, 9]",RPG,2014
17870,Fenix Rage,PC,"(5, 6]",Platformer,2014
17871,Endless Legend,PC,"(8, 9]",Strategy,2014
17872,FIFA 15,"Xbox (360,One)","(8, 9]",Sports,2014
